ISIN,SEDOL,Security Name,Currency,Number of Shares,Percent of Fund,Trade Country Name,Local Price,Sector Classification,Industry Classification,Base Market Value,bb_ticker,bb_exch,sec_type,figi_name
US7185461040,B78C4Y8,Phillips 66,USD,85259.0,0.108824,United States,273.13,Energy,Oil Gas & Consumable Fuels,23286790.0,PSX,US,Common Stock,PHILLIPS 66
CA0641491075,2076281,Bank of Nova Scotia,CAD,247338.0,0.108614,Canada,131.63,Financials,Banks,23241792.0,BNS,CN,Common Stock,BANK OF NOVA SCOTIA
US5398301094,2522096,Lockheed Martin Corporation,USD,43346.0,0.108044,United States,533.38,Industrials,Aerospace & Defense,23119890.0,LMT,US,Common Stock,LOCKHEED MARTIN CORP
IE00B4BNMY34,B4BNMY3,Accenture Plc Class A,USD,127485.0,0.108006,United States,181.29,Information Technology,It Services,23111756.0,ACN,US,Common Stock,ACCENTURE PLC-CL A
CH0210483332,BCRWZ18,Compagnie Financiere Richemont SA,CHF,111696.0,0.106955,Switzerland,168.85,Consumer Discretionary,Textiles Apparel & Luxury Goods,22886804.0,CFR,SW,Common Stock,CIE FINANCIERE RICHEMO-A REG
US8552441094,2842255,Starbucks Corporation,USD,236121.0,0.105743,United States,95.83,Consumer Discretionary,Hotels Restaurants & Leisure,22627476.0,SBUX,US,Common Stock,STARBUCKS CORP
US5486611073,2536763,Lowe's Companies Inc.,USD,117172.0,0.105402,United States,192.49,Consumer Discretionary,Specialty Retail,22554438.0,LOW,US,Common Stock,LOWE'S COS INC
US8334451098,BN134B7,Snowflake Inc.,USD,67286.0,0.10453,United States,332.43,Information Technology,It Services,22367884.0,SNOW,US,Common Stock,SNOWFLAKE INC
CA29250N1050,2466149,Enbridge Inc.,CAD,459049.0,0.104352,Canada,68.14,Energy,Oil Gas & Consumable Fuels,22329810.0,ENB,CN,Common Stock,ENBRIDGE INC
US0530151036,2065308,Automatic Data Processing Inc.,USD,81964.0,0.103887,United States,271.22,Industrials,Professional Services,22230276.0,ADP,US,Common Stock,AUTOMATIC DATA PROCESSING
IT0000072618,4076836,Intesa Sanpaolo S.p.A.,EUR,2905879.0,0.103789,Italy,6.668,Financials,Banks,22209234.0,ISP,IM,Common Stock,INTESA SANPAOLO
NL0011821202,BZ57390,ING Groep N.V.,EUR,608891.0,0.103438,Netherlands,31.715,Financials,Banks,22134244.0,INGA,,Common Stock,ING GROEP NV
CH0011075394,5983816,Zurich Insurance Group Ltd,CHF,30386.0,0.102806,Switzerland,596.6,Financials,Insurance,21999014.0,ZURN,SW,Common Stock,ZURICH INSURANCE GROUP AG
HK0000069689,B4TX8S1,AIA Group Limited,HKD,2227000.0,0.101799,Hong Kong,76.75,Financials,Insurance,21783388.0,1299,HK,Common Stock,AIA GROUP LTD
CA1360691010,2170525,Canadian Imperial Bank of Commerce,CAD,188692.0,0.101368,Canada,161.03,Financials,Banks,21691228.0,CM,CN,Common Stock,CAN IMPERIAL BK OF COMMERCE
CA1363851017,2171573,Canadian Natural Resources Limited,CAD,437725.0,0.101301,Canada,69.37,Energy,Oil Gas & Consumable Fuels,21676888.0,CNQ,CN,Common Stock,CANADIAN NATURAL RESOURCES
CA0084741085,2009823,Agnico Eagle Mines Limited,CAD,108701.0,0.101165,Canada,278.97,Materials,Metals & Mining,21647858.0,AEM,CN,Common Stock,AGNICO EAGLE MINES LTD
US34959E1091,B5B2106,Fortinet Inc.,USD,127408.0,0.101124,United States,169.84,Information Technology,Software,21638974.0,FTNT,US,Common Stock,FORTINET INC
DE0005557508,5842359,Deutsche Telekom AG,EUR,696370.0,0.101122,Germany,27.11,Communication Services,Diversified Telecommunication Services,21638642.0,DTE,GY,Common Stock,DEUTSCHE TELEKOM AG-REG
US0640581007,B1Z77F6,Bank of New York Mellon Corp,USD,140499.0,0.100976,United States,153.79,Financials,Capital Markets,21607342.0,BNY,US,Common Stock,BANK OF NEW YORK MELLON CORP
FR0000120321,4057808,L'Oreal S.A.,EUR,49696.0,0.100102,France,376.05,Consumer Staples,Personal Care Products,21420394.0,OR,FP,Common Stock,L'OREAL
GB00BN7SWP63,BN7SWP6,GSK plc,GBP,853751.0,0.100088,United Kingdom,18.775,Health Care,Pharmaceuticals,21417380.0,GSK,LN,Common Stock,GSK PLC
US35671D8570,2352118,Freeport-McMoRan Inc.,USD,298511.0,0.099799,United States,71.54,Materials,Metals & Mining,21355476.0,FCX,US,Common Stock,FREEPORT-MCMORAN INC
US58155Q1031,2378534,McKesson Corporation,USD,24412.0,0.099782,United States,874.65,Health Care,Health Care Providers & Services,21351956.0,MCK,US,Common Stock,MCKESSON CORP
US29444U7000,BVLZX12,Equinix Inc.,USD,20802.0,0.099287,United States,1021.34,Real Estate,Specialized Reits,21245914.0,EQIX,US,REIT,EQUINIX INC
US12572Q1058,2965839,CME Group Inc. Class A,USD,76962.0,0.09927,United States,276.01,Financials,Capital Markets,21242282.0,CME,US,Common Stock,CME GROUP INC
TW0002308004,6260734,Delta Electronics Inc.,TWD,388000.0,0.099045,Taiwan,1735.0,Information Technology,Electronic Equipment Instruments & Components,21194176.0,2308,TT,Common Stock,DELTA ELECTRONICS INC
US00724F1012,2008154,Adobe Inc.,USD,84035.0,0.097754,United States,248.92,Information Technology,Software,20917992.0,ADBE,US,Common Stock,ADOBE INC
TW0002317005,6438564,Hon Hai Precision Industry Co. Ltd.,TWD,2646118.0,0.097526,Taiwan,250.5,Information Technology,Electronic Equipment Instruments & Components,20869030.0,2317,TT,Common Stock,HON HAI PRECISION INDUSTRY
US18915M1071,BJXC5M2,Cloudflare Inc Class A,USD,64419.0,0.097418,United States,323.6,Information Technology,It Services,20845988.0,NET,US,Common Stock,CLOUDFLARE INC - CLASS A
GB0007188757,0718875,Rio Tinto plc,GBP,214533.0,0.09669,United Kingdom,72.18,Materials,Metals & Mining,20690272.0,RIO,LN,Common Stock,RIO TINTO PLC
CNE1000002H1,B0LMTQ3,China Construction Bank Corporation Class H,HKD,16846000.0,0.096219,China,9.59,Financials,Banks,20589332.0,939,HK,,
JP3898400001,6596785,Mitsubishi Corporation,JPY,652700.0,0.095851,Japan,4947.0,Industrials,Trading Companies & Distributors,20510762.0,8058,JP,Common Stock,MITSUBISHI CORP
US74762E1029,2150204,Quanta Services Inc.,USD,32132.0,0.095608,United States,636.71,Industrials,Construction & Engineering,20458766.0,PWR,US,Common Stock,QUANTA SERVICES INC
JP3236200006,6490995,Keyence Corporation,JPY,41300.0,0.093888,Japan,76580.0,Information Technology,Electronic Equipment Instruments & Components,20090544.0,6861,JP,Common Stock,KEYENCE CORP
US8636671013,2853688,Stryker Corporation,USD,72865.0,0.093682,United States,275.12,Health Care,Health Care Equipment & Supplies,20046618.0,SYK,US,Common Stock,STRYKER CORP
IE00BK9ZQ967,BK9ZQ96,Trane Technologies plc,USD,46424.0,0.093095,United States,429.11,Industrials,Building Products,19921002.0,TT,US,Common Stock,TRANE TECHNOLOGIES PLC
JP3910660004,6513126,Tokio Marine Holdings Inc.,JPY,381400.0,0.09284,Japan,8200.0,Financials,Insurance,19866476.0,8766,JP,Common Stock,TOKIO MARINE HOLDINGS INC
FR0000120578,5671735,Sanofi SA,EUR,232998.0,0.092417,France,74.05,Health Care,Pharmaceuticals,19775966.0,SAN,FP,Common Stock,SANOFI
US9029733048,2736035,U.S. Bancorp,USD,328177.0,0.092111,United States,60.06,Financials,Banks,19710310.0,USB,US,Common Stock,US BANCORP
US8425871071,2829601,Southern Company,USD,229382.0,0.091673,United States,85.52,Utilities,Electric Utilities,19616748.0,SO,US,Common Stock,SOUTHERN CO/THE
US6934751057,2692665,PNC Financial Services Group Inc.,USD,83997.0,0.091528,United States,233.17,Financials,Banks,19585580.0,PNC,US,Common Stock,PNC FINANCIAL SERVICES GROUP
US4432011082,BKLJ8V2,Howmet Aerospace Inc.,USD,84624.0,0.090827,United States,229.67,Industrials,Aerospace & Defense,19435594.0,HWM,US,Common Stock,HOWMET AEROSPACE INC
US92537N1081,BL3LWS8,Vertiv Holdings Co. Class A,USD,77717.0,0.090576,United States,249.39,Industrials,Electrical Equipment,19381842.0,VRT,US,Common Stock,VERTIV HOLDINGS CO-A
US84615Q1031,BXCVG25,Space Exploration Technologies Corp. Class A,USD,126364.0,0.090179,United States,152.71,Communication Services,Diversified Telecommunication Services,19297046.0,SPCX,US,Common Stock,SPACE EXPLORATION TECHN-CL A
SG1S04926220,B0F9V20,Oversea-Chinese Banking Corporation Limited,SGD,778298.0,0.089289,Singapore,31.38,Financials,Banks,19106584.0,OCBC,SP,Common Stock,OVERSEA-CHINESE BANKING CORP
US7707001027,BP0TQN6,Robinhood Markets Inc. Class A,USD,158796.0,0.088917,United States,119.82,Financials,Capital Markets,19026936.0,HOOD,US,Common Stock,ROBINHOOD MARKETS INC - A
US09260D1072,BKF2SL7,Blackstone Inc.,USD,151835.0,0.088666,United States,124.96,Financials,Capital Markets,18973302.0,BX,US,Common Stock,BLACKSTONE INC
US45866F1049,BFSSDS9,Intercontinental Exchange Inc.,USD,120545.0,0.087581,United States,155.47,Financials,Capital Markets,18741132.0,ICE,US,Common Stock,INTERCONTINENTAL EXCHANGE IN
US0367521038,BSPHGL4,Elevance Health Inc.,USD,44944.0,0.086313,United States,410.95,Health Care,Health Care Providers & Services,18469736.0,ELV,US,Common Stock,ELEVANCE HEALTH INC
US26441C2044,B7VD3F2,Duke Energy Corporation,USD,156995.0,0.086229,United States,117.53,Utilities,Electric Utilities,18451622.0,DUK,US,Common Stock,DUKE ENERGY CORP
US1264081035,2160753,CSX Corporation,USD,386019.0,0.084966,United States,47.1,Industrials,Ground Transportation,18181494.0,CSX,US,Common Stock,CSX CORP
AU000000NAB4,6624608,National Australia Bank Limited,AUD,653721.0,0.083549,Australia,38.47,Financials,Banks,17878174.0,NAB,AU,Common Stock,NATIONAL AUSTRALIA BANK LTD
US9694571004,2967181,Williams Companies Inc.,USD,247790.0,0.083432,United States,72.05,Energy,Oil Gas & Consumable Fuels,17853270.0,WMB,US,Common Stock,WILLIAMS COS INC
IE00BY7QL619,BY7QL61,Johnson Controls International plc,USD,123809.0,0.0829,United States,143.28,Industrials,Building Products,17739354.0,JCI,US,Common Stock,JOHNSON CONTROLS INTERNATION
US88579Y1010,2595708,3M Company,USD,106839.0,0.082826,United States,165.89,Industrials,Industrial Conglomerates,17723522.0,MMM,US,Common Stock,3M CO
INE040A01034,BK1N461,HDFC Bank Limited,INR,2329756.0,0.082792,India,729.1,Financials,Banks,17716156.0,HDFCB,IN,Common Stock,HDFC BANK LIMITED
US4612021034,2459020,Intuit Inc.,USD,58260.0,0.082547,United States,303.19,Information Technology,Software,17663850.0,INTU,US,Common Stock,INTUIT INC
US94106L1098,2937667,Waste Management Inc.,USD,83039.0,0.081919,United States,211.1,Industrials,Commercial Services & Supplies,17529532.0,WM,US,Common Stock,WASTE MANAGEMENT INC
US5717481023,2567741,Marsh & McLennan Companies Inc.,USD,99192.0,0.081125,United States,175.01,Financials,Insurance,17359592.0,MRSH,US,Common Stock,MARSH & MCLENNAN COS
US2910111044,2313405,Emerson Electric Co.,USD,115256.0,0.080749,United States,149.92,Industrials,Electrical Equipment,17279180.0,EMR,US,Common Stock,EMERSON ELECTRIC CO
DE0006231004,5889505,Infineon Technologies AG,EUR,269779.0,0.080721,Germany,55.86,Information Technology,Semiconductors & Semiconductor Equipment,17273068.0,IFX,GY,Common Stock,INFINEON TECHNOLOGIES AG
US03027X1000,B7FBFL2,American Tower Corporation,USD,99173.0,0.080632,United States,173.98,Real Estate,Specialized Reits,17254118.0,AMT,US,REIT,AMERICAN TOWER CORP
US8725901040,B94Q9V0,T-Mobile US Inc.,USD,101656.0,0.079896,United States,168.18,Communication Services,Wireless Telecommunication Services,17096506.0,TMUS,US,Common Stock,T-MOBILE US INC
GB0008706128,0870612,Lloyds Banking Group plc,GBP,11721272.0,0.07974,United Kingdom,1.089,Financials,Banks,17063070.0,LLOY,LN,Common Stock,LLOYDS BANKING GROUP PLC
FR0000120628,7088429,AXA SA,EUR,331802.0,0.079498,France,44.73,Financials,Insurance,17011332.0,CS,FP,Common Stock,AXA SA
AU000000WBC1,6076146,Westpac Banking Corporation,AUD,686373.0,0.079239,Australia,34.75,Financials,Banks,16956004.0,WBC,AU,Common Stock,WESTPAC BANKING CORP
US21037T1097,BMH4FS1,Constellation Energy Corporation,USD,66449.0,0.079095,United States,254.71,Utilities,Electric Utilities,16925224.0,CEG,US,Common Stock,CONSTELLATION ENERGY
GB0031348658,3134865,Barclays PLC,GBP,2732920.0,0.078873,United Kingdom,4.622,Financials,Banks,16877652.0,BARC,LN,Common Stock,BARCLAYS PLC
US3695501086,2365161,General Dynamics Corporation,USD,47623.0,0.078572,United States,353.05,Industrials,Aerospace & Defense,16813300.0,GD,US,Common Stock,GENERAL DYNAMICS CORP
US58733R1023,B23X1H3,MercadoLibre Inc.,USD,9382.0,0.078367,United States,1787.39,Consumer Discretionary,Broadline Retail,16769293.0,MELI,US,Common Stock,MERCADOLIBRE INC
US20030N1019,2044545,Comcast Corporation Class A,USD,733224.0,0.077919,United States,22.74,Communication Services,Diversified Telecommunication Services,16673514.0,CMCSA,US,Common Stock,COMCAST CORP-CLASS A
US75886F1075,2730190,Regeneron Pharmaceuticals Inc.,USD,21182.0,0.077691,United States,784.85,Health Care,Biotechnology,16624693.0,REGN,US,Common Stock,REGENERON PHARMACEUTICALS
US89417E1091,2769503,Travelers Companies Inc.,USD,43884.0,0.076827,United States,374.62,Financials,Insurance,16439824.0,TRV,US,Common Stock,TRAVELERS COS INC/THE
CA8672241079,B3NB1P2,Suncor Energy Inc.,CAD,236959.0,0.076752,Canada,97.09,Energy,Oil Gas & Consumable Fuels,16423722.0,SU,CN,Common Stock,SUNCOR ENERGY INC
JP3914400001,6610403,Murata Manufacturing Co. Ltd.,JPY,332900.0,0.076716,Japan,7763.0,Information Technology,Electronic Equipment Instruments & Components,16416088.0,6981,JP,Common Stock,MURATA MANUFACTURING CO LTD
JP3143600009,6467803,Itochu Corporation,JPY,1117200.0,0.076494,Japan,2306.5,Industrials,Trading Companies & Distributors,16368568.0,8001,JP,Common Stock,ITOCHU CORP
US42824C1099,BYVYWS0,Hewlett Packard Enterprise Co.,USD,269116.0,0.076414,United States,60.76,Information Technology,Technology Hardware Storage & Peripherals,16351488.0,HPE,US,Common Stock,HEWLETT PACKARD ENTERPRISE
AU000000ANZ3,6065586,ANZ Group Holdings Limited,AUD,605205.0,0.07576,Australia,37.68,Financials,Banks,16211453.0,ANZ,AU,Common Stock,ANZ GROUP HOLDINGS LTD
CA13646K1084,BMBQR09,Canadian Pacific Kansas City Limited,CAD,184498.0,0.075344,Canada,122.41,Industrials,Ground Transportation,16122502.0,CP,CN,Common Stock,CANADIAN PACIFIC KANSAS CITY
JP3900000005,6597067,Mitsubishi Heavy Industries Ltd.,JPY,652800.0,0.07517,Japan,3879.0,Industrials,Machinery,16085191.0,7011,JP,Common Stock,MITSUBISHI HEAVY INDUSTRIES
AN8068571086,2779201,SLB Limited,USD,314081.0,0.075032,United States,51.12,Energy,Energy Equipment & Services,16055821.0,SLB,US,Common Stock,SLB LTD
GB0002634946,0263494,BAE Systems plc,GBP,592379.0,0.074903,United Kingdom,20.25,Industrials,Aerospace & Defense,16028019.0,BA/,LN,Common Stock,BAE SYSTEMS PLC
US6200763075,B5BKPQ4,Motorola Solutions Inc.,USD,34920.0,0.07485,United States,458.67,Information Technology,Communications Equipment,16016756.0,MSI,US,Common Stock,MOTOROLA SOLUTIONS INC
US6092071058,B8CKK03,Mondelez International Inc. Class A,USD,262987.0,0.074784,United States,60.85,Consumer Staples,Food Products,16002759.0,MDLZ,US,Common Stock,MONDELEZ INTERNATIONAL INC-A
US1273871087,2302232,Cadence Design Systems Inc.,USD,56564.0,0.074781,United States,282.9,Information Technology,Software,16001956.0,CDNS,US,Common Stock,CADENCE DESIGN SYS INC
US26875P1012,2318024,EOG Resources Inc.,USD,110713.0,0.074623,United States,144.23,Energy,Oil Gas & Consumable Fuels,15968136.0,EOG,US,Common Stock,EOG RESOURCES INC
INE002A01018,6099626,Reliance Industries Limited,INR,1234437.0,0.074243,India,1233.95,Energy,Oil Gas & Consumable Fuels,15886873.0,RELIANCE,IN,Common Stock,RELIANCE INDUSTRIES LIMITED
JP3893600001,6597302,Mitsui & Co.Ltd,JPY,483400.0,0.07406,Japan,5161.0,Industrials,Trading Companies & Distributors,15847719.0,8031,JP,Common Stock,MITSUI & CO LTD
CA56501R1064,2492519,Manulife Financial Corporation,CAD,353082.0,0.073102,Canada,62.06,Financials,Insurance,15642683.0,MFC,CN,Common Stock,MANULIFE FINANCIAL CORP
DE0008430026,5294121,Munchener Ruckversicherungs-Gesellschaft AG,EUR,26971.0,0.073072,Germany,505.8,Financials,Insurance,15636383.0,MUV2,GY,Common Stock,MUENCHENER RUECKVER AG-REG
US5719032022,2210614,Marriott International Inc. Class A,USD,45980.0,0.072825,United States,338.92,Consumer Discretionary,Hotels Restaurants & Leisure,15583542.0,MAR,US,Common Stock,MARRIOTT INTERNATIONAL -CL A
CA06849F1080,BNM23Q1,Barrick Mining Corporation,CAD,361431.0,0.072636,Canada,60.24,Materials,Metals & Mining,15542978.0,ABX,CN,Common Stock,BARRICK MINING CORP
US8243481061,2804211,Sherwin-Williams Company,USD,48235.0,0.072297,United States,320.73,Materials,Chemicals,15470412.0,SHW,US,Common Stock,SHERWIN-WILLIAMS CO/THE
US9113121068,2517382,United Parcel Service Inc. Class B,USD,156064.0,0.072247,United States,99.06,Industrials,Air Freight & Logistics,15459700.0,UPS,US,Common Stock,UNITED PARCEL SERVICE-CL B
IT0003128367,7144569,Enel SpA,EUR,1515076.0,0.071976,Italy,8.869,Utilities,Electric Utilities,15401729.0,ENEL,IM,Common Stock,ENEL SPA
JP3802300008,6332439,FAST RETAILING CO. LTD.,JPY,35700.0,0.071725,Japan,67680.0,Consumer Discretionary,Specialty Retail,15348108.0,9983,JP,Common Stock,FAST RETAILING CO LTD
US55024U1097,BYM9ZP2,Lumentum Holdings Inc.,USD,16456.0,0.071589,United States,930.91,Information Technology,Communications Equipment,15319055.0,LITE,US,Common Stock,LUMENTUM HOLDINGS INC
US37045V1008,B665KZ5,General Motors Company,USD,186170.0,0.071515,United States,82.2,Consumer Discretionary,Automobiles,15303174.0,GM,US,Common Stock,GENERAL MOTORS CO
CA11271J1075,BPCPYT4,Brookfield Corporation,CAD,408074.0,0.0715,Canada,52.52,Financials,Capital Markets,15299863.0,BN,CN,Common Stock,BROOKFIELD CORP
GB00BDR05C01,BDR05C0,National Grid plc,GBP,989083.0,0.0709,United Kingdom,11.48,Utilities,Multi-Utilities,15171545.0,NG/,LN,Common Stock,NATIONAL GRID PLC
LU1778762911,BFZ1K46,Spotify Technology SA,USD,29631.0,0.070545,Sweden,509.45,Communication Services,Entertainment,15095513.0,SPOT,US,,
US7782961038,2746711,Ross Stores Inc.,USD,66559.0,0.070486,United States,226.61,Consumer Discretionary,Specialty Retail,15082935.0,ROST,US,Common Stock,ROSS STORES INC
GB00BM8PJY71,BM8PJY7,NatWest Group Plc,GBP,1612410.0,0.070416,United Kingdom,6.994,Financials,Banks,15068025.0,NWG,LN,Common Stock,NATWEST GROUP PLC
US25809K1051,BN13P03,DoorDash Inc. Class A,USD,78047.0,0.070371,United States,192.94,Consumer Discretionary,Hotels Restaurants & Leisure,15058388.0,DASH,US,Common Stock,DOORDASH INC - A
US87612E1064,2259101,Target Corporation,USD,94585.0,0.069923,United States,158.19,Consumer Staples,Consumer Staples Distribution & Retail,14962401.0,TGT,US,Common Stock,TARGET CORP
INE090A01021,BSZ2BY7,ICICI Bank Limited,INR,1070348.0,0.069755,India,1337.1,Financials,Banks,14926599.0,ICICIBC,IN,Common Stock,ICICI BANK LTD
CA9628791027,BF13KN5,Wheaton Precious Metals Corp,CAD,98957.0,0.069628,Canada,210.91,Materials,Metals & Mining,14899358.0,WPM,CN,Common Stock,WHEATON PRECIOUS METALS CORP
US2310211063,2240202,Cummins Inc.,USD,27966.0,0.069558,United States,532.23,Industrials,Machinery,14884344.0,CMI,US,Common Stock,CUMMINS INC
US0937121079,BDD1BB8,Bloom Energy Corporation Class A,USD,55742.0,0.069195,United States,265.63,Industrials,Electrical Equipment,14806747.0,BE,US,Common Stock,BLOOM ENERGY CORP- A
US6558441084,2641894,Norfolk Southern Corporation,USD,47026.0,0.069041,United States,314.16,Industrials,Ground Transportation,14773688.0,NSC,US,Common Stock,NORFOLK SOUTHERN CORP
US43300A2033,BYVMW06,Hilton Worldwide Holdings Inc.,USD,48240.0,0.068923,United States,305.73,Consumer Discretionary,Hotels Restaurants & Leisure,14748415.0,HLT,US,Common Stock,HILTON WORLDWIDE HOLDINGS IN
US1255231003,BHJ0775,Cigna Group,USD,53251.0,0.068504,United States,275.28,Health Care,Health Care Providers & Services,14658935.0,CI,US,Common Stock,THE CIGNA GROUP
US8716071076,2867719,Synopsys Inc.,USD,38010.0,0.068382,United States,384.97,Information Technology,Software,14632710.0,SNPS,US,Common Stock,SYNOPSYS INC
